Indication_ID,Indication_Name,Slug
1,Abdominal pain,abdominal-pain-2000
2,Abortion,abortion-2001
3,Abrasion,abrasion-2002
4,Abscesses,abscesses-2003
5,Absence seizures,absence-seizures-2004
6,Achalasia,achalasia-2005
7,Acid regurgitation,acid-regurgitation-2006
8,Acidosis,acidosis-2008
9,Acid-related dyspepsia,acid-related-dyspepsia-2007
10,Acne rosacea,acne-rosacea-3908
11,Acne vulgaris,acne-vulgaris-2009
12,Acquired immunodeficiency syndrome (AIDS),acquired-immunodeficiency-syndrome-aids-2010
13,Acrocyanosis,acrocyanosis-2011
14,Acromegaly,acromegaly-2012
15,Acromegaly and hyperprolactinemia,acromegaly-and-hyperprolactinemia-3775
16,Actinic keratosis,actinic-keratosis-2013
17,Active immunisation against diphtheria; tetanus and pertussis,active-immunisation-against-diphtheria-tetanus-and-pertussis-4099
18,Active immunisation against hepatitis A,active-immunisation-against-hepatitis-a-3854
19,Active immunisation against hepatitis B,active-immunisation-against-hepatitis-b-3855
20,Active immunisation against mumps,active-immunisation-against-mumps-2933
21,Active immunisation against Poliomyelitis,active-immunisation-against-poliomyelitis-3131
22,Active immunisation against rabies,active-immunisation-against-rabies-4004
23,Active immunisation against tetanus,active-immunisation-against-tetanus-2014
24,Active immunisation against varicella infection,active-immunisation-against-varicella-infection-4056
25,Active immunisation for the prevention of pneumonia,active-immunisation-for-the-prevention-of-pneumonia-3976
26,Active immunization against Hepatitis A virus,active-immunization-against-hepatitis-a-virus-4193
27,Active immunization against typhoid fever,active-immunization-against-typhoid-fever-4055
28,Acute & chronic conjunctivitis,acute-chronic-conjunctivitis-2015
29,Acute agitation,acute-agitation-2019
30,Acute and chronic diseases of respiratory tracts,acute-and-chronic-diseases-of-respiratory-tracts-3637
31,Acute and chronic non-infectious conjunctivitis,acute-and-chronic-non-infectious-conjunctivitis-3946
32,Acute asthma,acute-asthma-2020
33,Acute bacterial ear infections,acute-bacterial-ear-infections-2021
34,Acute bacterial exacerbations of chronic bronchitis,acute-bacterial-exacerbations-of-chronic-bronchitis-3711
35,Acute bacterial sinusitis,acute-bacterial-sinusitis-2022
36,Acute bronchospasm,acute-bronchospasm-3646
37,Acute coronary insufficiency,acute-coronary-insufficiency-4059
38,Acute coronary syndrome,acute-coronary-syndrome-3658
39,Acute coronary syndromes (unstable angina; non-ST elevation MI; ST elevation MI),acute-coronary-syndromes-unstable-angina-non-st-elevation-mi-st-elevation-mi-4048
40,Acute dental infections,acute-dental-infections-3931
41,Acute diarrhoea,acute-diarrhoea-4005
42,Acute Evolving Myocardial Infarction,acute-evolving-myocardial-infarction-4023
43,Acute Exacerbations of Chronic bronchitis,acute-exacerbations-of-chronic-bronchitis-2016
44,Acute Exposure to Blood Containing HBsAg,acute-exposure-to-blood-containing-hbsag-4162
45,Acute gonorrheal urethritis,acute-gonorrheal-urethritis-2023
46,Acute gout,acute-gout-2024
47,Acute gouty arthritis,acute-gouty-arthritis-3673
48,Acute graft rejection in renal transplantation,acute-graft-rejection-in-renal-transplantation-2025
49,Acute heart failure,acute-heart-failure-2026
50,Acute hemorrhoidal thrombosis,acute-hemorrhoidal-thrombosis-4179
51,Acute hypertension,acute-hypertension-4058
52,Acute hypovolaemic shock,acute-hypovolaemic-shock-3631
53,Acute lupus erythematosus,acute-lupus-erythematosus-2027
54,Acute lymphoblastic leukaemia,acute-lymphoblastic-leukaemia-4064
55,Acute Lymphocytic Leukemia,acute-lymphocytic-leukemia-2017
56,Acute manic episodes of bipolar disorder,acute-manic-episodes-of-bipolar-disorder-3657
57,Acute Massive Pulmonary Embolism,acute-massive-pulmonary-embolism-4024
58,Acute maxillary sinusitis,acute-maxillary-sinusitis-3710
59,Acute migraine attacks,acute-migraine-attacks-2028
60,Acute Ml,acute-ml-2018
61,Acute mucosal infections of the mouth and pharynx,acute-mucosal-infections-of-the-mouth-and-pharynx-3990
62,Acute myeloid leukaemia,acute-myeloid-leukaemia-2029
63,Acute necrotising ulcerative gingivitis,acute-necrotising-ulcerative-gingivitis-2030
64,Acute non articular rheumatism,acute-non-articular-rheumatism-3902
65,Acute nonspecific gastroenteritis,acute-nonspecific-gastroenteritis-2031
66,Acute or chronic narrow angle glaucoma,acute-or-chronic-narrow-angle-glaucoma-4121
67,Acute otitis media,acute-otitis-media-2032
68,Acute pain,acute-pain-3952
69,Acute painful shoulder,acute-painful-shoulder-4027
70,Acute promyelocytic leukaemia,acute-promyelocytic-leukaemia-2033
71,Acute psychosis,acute-psychosis-2034
72,Acute pulmonary oedema,acute-pulmonary-oedema-2035
73,Acute purulent conjunctivitis,acute-purulent-conjunctivitis-3716
74,Acute renal failure,acute-renal-failure-2036
75,Acute rheumatic carditis,acute-rheumatic-carditis-2037
76,Acute salmonellosis,acute-salmonellosis-2038
77,Acute severe asthma,acute-severe-asthma-4011
78,Acute solar dermatitis,acute-solar-dermatitis-2039
79,Acute sore throat,acute-sore-throat-2040
80,Acute trauma,acute-trauma-2041
81,Acute uncomplicated malaria,acute-uncomplicated-malaria-2042
82,Adenocarcinoma,adenocarcinoma-3883
83,Adjunct to IVF procedures and other assisted conception techniques,adjunct-to-ivf-procedures-and-other-assisted-conception-techniques-2043
84,Adjunct to levodopa treatment in Parkinson's disease,adjunct-to-levodopa-treatment-in-parkinsons-disease-3812
85,Adjuvant therapy in cardiovascular disease especially in angina and congestive heart failure,adjuvant-therapy-in-cardiovascular-disease-especially-in-angina-and-congestive-heart-failure-3762
86,Adrenocortical insufficiency,adrenocortical-insufficiency-2044
87,Adrenocortical insufficiency in Addisonâ€™s disease,adrenocortical-insufficiency-in-addisons-disease-4146
88,Adult chronic immune (idiopathic) thrombocytopenic purpura (ITP),adult-chronic-immune-idiopathic-thrombocytopenic-purpura-itp-3813
89,Adult enuresis,adult-enuresis-2046
90,Adult Respiratory Distress Syndrome,adult-respiratory-distress-syndrome-2045
91,Age related eye disease,age-related-eye-disease-4081
92,Age-related macular degeneration (AMD),age-related-macular-degeneration-amd-2047
93,Aggression,aggression-2048
94,Agitation,agitation-2049
95,Agoraphobia,agoraphobia-2050
96,Aid controlled ventilation,aid-controlled-ventilation-2051
97,Aid in dispersal of extravasated fluids or blood,aid-in-dispersal-of-extravasated-fluids-or-blood-2053
98,Aid in ophthalmic surgery by staining the anterior capsule of the lens,aid-in-ophthalmic-surgery-by-staining-the-anterior-capsule-of-the-lens-4053
99,AIDS-related Kaposi's sarcoma,aids-related-kaposis-sarcoma-1999
100,Albinism,albinism-2054
101,Alcohol dependence,alcohol-dependence-2055
102,Alcohol withdrawal syndrome,alcohol-withdrawal-syndrome-2056
103,Alcoholism & drug induced hepatotoxicity,alcoholism-drug-induced-hepatotoxicity-2057
104,Alkalinizing agent,alkalinizing-agent-2058
105,Allergic anaphylactic shock,allergic-anaphylactic-shock-2059
106,Allergic and inflammatory conditions of the ear,allergic-and-inflammatory-conditions-of-the-ear-2060
107,Allergic and inflammatory conditions of the eye,allergic-and-inflammatory-conditions-of-the-eye-2061
108,Allergic and inflammatory disorders,allergic-and-inflammatory-disorders-2062
109,Allergic blepharitis,allergic-blepharitis-2063
110,Allergic conditions,allergic-conditions-2064
111,Allergic conjunctivitis,allergic-conjunctivitis-2065
112,Allergic contact dermatitis,allergic-contact-dermatitis-4033
113,Allergic dermatitis,allergic-dermatitis-2066
114,Allergic otitis externa,allergic-otitis-externa-3781
115,Allergic rhinitis,allergic-rhinitis-2067
116,Allergic rhinitis accompanied by nasal congestion,allergic-rhinitis-accompanied-by-nasal-congestion-2068
117,Allergic skin conditions,allergic-skin-conditions-2069
118,Allergies,allergies-2070
119,Allogeneic bone marrow transplantation,allogeneic-bone-marrow-transplantation-2071
120,Allogeneic or autologous haematopoietic progenitor cell transplantation (HPCT),allogeneic-or-autologous-haematopoietic-progenitor-cell-transplantation-hpct-4212
121,Alopecia areata,alopecia-areata-2073
122,Altitude sickness,altitude-sickness-2074
123,Aluminum overload,aluminum-overload-2075
124,Alzheimerâ€™s disease,alzheimers-disease-2076
125,Amblyopia,amblyopia-3727
126,Amenorrhea- galactorrhea syndrome,amenorrhea-galactorrhea-syndrome-2077
127,Amoebiasis,amoebiasis-2079
128,Amoebic dysentery,amoebic-dysentery-3955
129,Amyotrophic lateral sclerosis (ALS),amyotrophic-lateral-sclerosis-als-4160
130,Anaemia,anaemia-2080
131,Anaemia due to inflammatory bowel disease,anaemia-due-to-inflammatory-bowel-disease-2081
132,Anaemia in chemotherapy patients,anaemia-in-chemotherapy-patients-2082
133,Anaemia in zidovudine-treated HIV-infected patients,anaemia-in-zidovudine-treated-hiv-infected-patients-2083
134,Anaemia of chronic renal failure,anaemia-of-chronic-renal-failure-2084
135,Anaemia of prematurity,anaemia-of-prematurity-2085
136,Anaemia related to non-myeloid malignant disease chemotherapy,anaemia-related-to-non-myeloid-malignant-disease-chemotherapy-3819
137,Anaerobic bacterial infections,anaerobic-bacterial-infections-2086
138,Anaesthesia,anaesthesia-2087
139,Anal fissure,anal-fissure-2088
140,Anal fissures; pruritus ani and similar conditions of the anal area,anal-fissures-pruritus-ani-and-similar-conditions-of-the-anal-area-3893
141,Anal itching,anal-itching-3895
142,Anal or vulvar pruritus,anal-or-vulvar-pruritus-2089
143,Anal pruritus,anal-pruritus-2090
144,Analgesia,analgesia-2091
145,Analgesia during labour,analgesia-during-labour-2092
146,Anaphylactic shock,anaphylactic-shock-2093
147,Ancylostomiasis,ancylostomiasis-2094
148,Androgenic alopecia,androgenic-alopecia-2072
149,Anemia; vitamin & mineral deficiency,anemia-vitamin-mineral-deficiency-4097
150,Anesthesia adjunct,anesthesia-adjunct-2095
151,Angina pectoris,angina-pectoris-3652
152,Angiocardiography,angiocardiography-4155
153,Angiography,angiography-4153
154,Angioplasty,angioplasty-2098
155,Angular cheilitis,angular-cheilitis-2099
156,Anitis,anitis-4175
157,Ankylosing spondylitis,ankylosing-spondylitis-2100
158,Anogenital pruritus,anogenital-pruritus-2101
159,Anogenital warts,anogenital-warts-2102
160,Anorexia and cachexia,anorexia-and-cachexia-2103
161,Anorexia nervosa,anorexia-nervosa-2104
162,Anovulatory infertility,anovulatory-infertility-2105
163,Anthrax,anthrax-2106
164,Anti - inflammatory treatment,anti-inflammatory-treatment-3927
165,Antibiotic-associated colitis,antibiotic-associated-colitis-2107
166,Antidepressant-induced inorgasmia,antidepressant-induced-inorgasmia-3777
167,Anti-hypertensive,anti-hypertensive-4151
168,Anti-inflammatory or immunosuppressive,anti-inflammatory-or-immunosuppressive-3925
169,Antioxidant,antioxidant-3761
170,Antiseptic skin cleanser,antiseptic-skin-cleanser-3992
171,Anxiety,anxiety-2108
172,Apathy,apathy-2109
173,Apnoea,apnoea-2110
174,Appetite stimulation,appetite-stimulation-3772
175,Apthous ulcer,apthous-ulcer-2111
176,Arrhythmias,arrhythmias-2112
177,Arterial Thrombosis or Embolism,arterial-thrombosis-or-embolism-4025
178,Arteriography,arteriography-4154
179,Arteriovenous Cannulae Occlusion,arteriovenous-cannulae-occlusion-4026
180,Artherosclerotic vascular disease,artherosclerotic-vascular-disease-2114
181,Arthritis,arthritis-2115
182,Artificial sweetener,artificial-sweetener-2116
183,Artificially ventilated patients,artificially-ventilated-patients-2117
184,Ascariasis,ascariasis-2118
185,Ascites,ascites-2119
186,Aspergillosis,aspergillosis-2120
187,Aspiration pneumonia,aspiration-pneumonia-2121
188,Assisted reproductive technologies,assisted-reproductive-technologies-2122
189,Asthma,asthma-2123
190,Asthma prophylaxis,asthma-prophylaxis-2124
191,Asthmatic bronchitis,asthmatic-bronchitis-3639
192,Astrocytoma,astrocytoma-2125
193,Atelectasis,atelectasis-2126
194,Atherosclerosis,atherosclerosis-2127
195,Athleteâ€™s foot,athletes-foot-2128
196,Atopic dermatitis,atopic-dermatitis-2129
197,Atopic eczema,atopic-eczema-2130
198,Atopic or contact dermatoses,atopic-or-contact-dermatoses-2131
199,Atrial fibrillation,atrial-fibrillation-2132
200,Atrial fibrillation and atrial flutter,atrial-fibrillation-and-atrial-flutter-2133
201,Atrial flutter,atrial-flutter-2134
202,Attention deficit hyperactivity disorder (ADHD),attention-deficit-hyperactivity-disorder-adhd-2135
203,Atypical pneumonia,atypical-pneumonia-2136
204,Auditory vestibular and visual disorder,auditory-vestibular-and-visual-disorder-2137
205,Aural infections,aural-infections-2138
206,Auto-immune diseases,auto-immune-diseases-2139
207,Babesiosis,babesiosis-2141
208,Back pain,back-pain-2142
209,Backache,backache-2143
210,Bacteraemia,bacteraemia-2144
211,Bacteraemia and meningitis,bacteraemia-and-meningitis-2145
212,Bacteraemic pneumonia,bacteraemic-pneumonia-2146
213,Bacterial and trichomonal vaginitis,bacterial-and-trichomonal-vaginitis-2150
214,Bacterial Conjunctivitis,bacterial-conjunctivitis-2147
215,Bacterial corneal ulcer,bacterial-corneal-ulcer-2151
216,Bacterial ear infections,bacterial-ear-infections-2152
217,Bacterial endocarditis,bacterial-endocarditis-2153
218,Bacterial eye infections,bacterial-eye-infections-2154
219,Bacterial infections,bacterial-infections-2155
220,Bacterial meningitis,bacterial-meningitis-2156
221,Bacterial Meningitis caused by Staphylococcus,bacterial-meningitis-caused-by-staphylococcus-2148
222,Bacterial ocular infections,bacterial-ocular-infections-2157
223,Bacterial or fungal vaginal infection,bacterial-or-fungal-vaginal-infection-2158
224,Bacterial Pneumonia caused by Staphylococcus,bacterial-pneumonia-caused-by-staphylococcus-2149
225,Bacterial prostatis,bacterial-prostatis-2159
226,Bacterial septicemia,bacterial-septicemia-2160
227,Bacterial skin infections,bacterial-skin-infections-2161
228,Bacterial vaginosis,bacterial-vaginosis-2162
229,Bad breath,bad-breath-2163
230,Balanced anaesthesia,balanced-anaesthesia-2164
231,Balantidiasis,balantidiasis-2165
232,Basal cell carcinoma,basal-cell-carcinoma-3885
233,Bed sore,bed-sore-2166
234,Behavioral disturbances,behavioral-disturbances-2167
235,Behcetâ€™s syndrome,behcets-syndrome-2168
236,Bellâ€™s palsy,bells-palsy-2169
237,Benign breast disorders,benign-breast-disorders-2170
238,Benign gastric and duodenal ulceration,benign-gastric-and-duodenal-ulceration-3723
239,Benign prostatic hyperplasia (BPH),benign-prostatic-hyperplasia-bph-2171
240,Benzodiazepine overdose,benzodiazepine-overdose-2172
241,Benzodiazepine-induced sedation,benzodiazepine-induced-sedation-2173
242,Beriberi and polyneuritis,beriberi-and-polyneuritis-4076
243,Beriberi and Wernickâ€™s encephalopathy,beriberi-and-wernicks-encephalopathy-2174
244,Biliary colic,biliary-colic-2175
245,Biliary dyskinesia,biliary-dyskinesia-2176
246,Biliary-tract infections,biliary-tract-infections-2177
247,Binge eating disorder,binge-eating-disorder-2178
248,Bipolar disorder,bipolar-disorder-2179
249,Bipolar mania,bipolar-mania-2180
250,Bites,bites-2181
251,Bladder carcinoma,bladder-carcinoma-2182
252,Bladder spasms,bladder-spasms-2183
253,Blastocystis hominis infection,blastocystis-hominis-infection-3930
254,Bleeding or blood clotting problems,bleeding-or-blood-clotting-problems-2185
255,Blepharitis,blepharitis-2186
256,Blepharospasm,blepharospasm-2187
257,Blisters,blisters-2188
258,Block the virus from multiplying,block-the-virus-from-multiplying-4117
259,Body dysmorphic disorder,body-dysmorphic-disorder-2190
260,Bodyache,bodyache-2191
261,Boils,boils-2192
262,Bone and Joint Infections,bone-and-joint-infections-2193
263,Bone malignancies,bone-malignancies-2194
264,Bone marrow stimulation,bone-marrow-stimulation-2195
265,Bone marrow transplantation,bone-marrow-transplantation-2196
266,Botulism,botulism-2197
267,Bowel evacuation,bowel-evacuation-2198
268,Braces,braces-3666
269,Bradycardia,bradycardia-2200
270,Brain abscesses,brain-abscesses-2201
271,Brain tumours,brain-tumours-2202
272,Breakthrough pain,breakthrough-pain-2203
273,Breast cancer,breast-cancer-3655
274,Breast cancer and bone metastases,breast-cancer-and-bone-metastases-2204
275,Breast cancer in postmenopausal women,breast-cancer-in-postmenopausal-women-2205
276,Breast cancers and glioblastoma multiforme of the brain,breast-cancers-and-glioblastoma-multiforme-of-the-brain-2206
277,Breast pain,breast-pain-2207
278,Bronchial asthma,bronchial-asthma-3640
279,Bronchiectasis,bronchiectasis-2208
280,Bronchitis,bronchitis-2209
281,Bronchodilator,bronchodilator-4054
282,Bronchopneumonia,bronchopneumonia-2210
283,Brucellosis,brucellosis-2211
284,Bulimia nervosa,bulimia-nervosa-2212
285,Bullous dermatitis herpetiformis,bullous-dermatitis-herpetiformis-2213
286,Burkitt's lymphoma,burkitts-lymphoma-3919
287,Burn injury,burn-injury-3875
288,Burning and irritation of the eye,burning-and-irritation-of-the-eye-2214
289,Burning feet syndrome,burning-feet-syndrome-3700
290,Burning mouth syndrome,burning-mouth-syndrome-3743
291,Burning sansation,burning-sansation-2216
292,Burning; pain and skin inflammations,burning-pain-and-skin-inflammations-2215
293,Burns,burns-2217
294,Bursitis,bursitis-2219
295,B-vitamins and Zinc deficiencies,b-vitamins-and-zinc-deficiencies-2140
296,Calcium & vitamin D supplement,calcium-vitamin-d-supplement-3698
297,Calcium and magnesium deficiencies,calcium-and-magnesium-deficiencies-2225
298,Calcium and vitamin C deficiency,calcium-and-vitamin-c-deficiency-2226
299,Calcium and vitamin D deficiency,calcium-and-vitamin-d-deficiency-2227
300,Calcium deficiency,calcium-deficiency-2228
301,Calcium suppliment,calcium-suppliment-3692
302,Callus,callus-2229
303,Caloric feeding,caloric-feeding-2230
304,Cancer,cancer-3877
305,Cancer pain,cancer-pain-2232
306,Cancer patients receiving bone marrow transplant,cancer-patients-receiving-bone-marrow-transplant-3839
307,Cancer patients receiving myelosuppressive chemotherapy,cancer-patients-receiving-myelosuppressive-chemotherapy-3837
308,Cancer Prevention,cancer-prevention-2231
309,Cancer therapy-induced hyperuricaemia,cancer-therapy-induced-hyperuricaemia-2233
310,Candida albicans,candida-albicans-2234
311,Candida nappy rash,candida-nappy-rash-2235
312,Candidaemia,candidaemia-4103
313,Candidal balanitis,candidal-balanitis-2236
314,Candidal cystitis,candidal-cystitis-2237
315,Candidemia,candidemia-2238
316,Candidiasis,candidiasis-2239
317,Canker sores,canker-sores-3665
318,CAPD associated peritonitis,capd-associated-peritonitis-2221
319,Capillary bleeding,capillary-bleeding-2240
320,Carbohydrate nutrient in diabetic patients,carbohydrate-nutrient-in-diabetic-patients-2241
321,Carbon monoxide poisoning,carbon-monoxide-poisoning-2242
322,Carbuncles,carbuncles-2243
323,Carcinoma,carcinoma-2244
324,Carcinoma of the colon or rectum,carcinoma-of-the-colon-or-rectum-2246
325,Cardiac arrest,cardiac-arrest-2247
326,Cardiac arrhythmias,cardiac-arrhythmias-2248
327,Cardiac stress test,cardiac-stress-test-2249
328,Cardiomyopathy,cardiomyopathy-2250
329,Cardiopulmonary Bypass Surgery,cardiopulmonary-bypass-surgery-2251
330,Cardiovascular disease,cardiovascular-disease-2252
331,Cardiovascular event prevention,cardiovascular-event-prevention-2253
332,Cardiovascular risk reduction,cardiovascular-risk-reduction-4036
333,Carditis,carditis-2254
334,Cat scratch disease,cat-scratch-disease-2255
335,Cataplexy,cataplexy-2257
336,Cataract & glaucoma operations,cataract-glaucoma-operations-2258
337,Cataract surgery,cataract-surgery-2259
338,Catarrh,catarrh-2260
339,Cavities,cavities-2261
340,Cellulitis,cellulitis-2262
341,Central respiratory depression,central-respiratory-depression-2263
342,Central retinal vein occlusion,central-retinal-vein-occlusion-2264
343,Cerebral oedema,cerebral-oedema-2265
344,Cerebral or pulmonary edema,cerebral-or-pulmonary-edema-2267
345,Cerebral palsy,cerebral-palsy-2266
346,Cerebrovascular disease,cerebrovascular-disease-2268
347,Cerebrovascular insufficiency,cerebrovascular-insufficiency-2269
348,Cervical cancer,cervical-cancer-2270
349,Cervical dystonia,cervical-dystonia-3748
350,Cervical intraepithelial neoplasia,cervical-intraepithelial-neoplasia-2271
351,Cervical priming,cervical-priming-2272
352,Cervical softening and dilatation,cervical-softening-and-dilatation-2273
353,Cervicitis,cervicitis-2274
354,Cervicitis and proctitis,cervicitis-and-proctitis-2275
355,Cervicitis and salpingitis,cervicitis-and-salpingitis-2276
356,Chancroid,chancroid-2277
357,Chapped roughened hands,chapped-roughened-hands-2278
358,Cheilosis,cheilosis-4075
359,Chemotherapy induced nausea and vomiting,chemotherapy-induced-nausea-and-vomiting-2280
360,Chemotherapy induced-neutropenia,chemotherapy-induced-neutropenia-2279
361,Chest congestion,chest-congestion-4170
362,Chickenpox,chickenpox-2281
363,Childrenâ€™s growth disorders,childrens-growth-disorders-2282
364,Chlamydial cervicitis,chlamydial-cervicitis-2283
365,Chlamydial infections,chlamydial-infections-2284
366,Chlamydial urethritis,chlamydial-urethritis-2285
367,Chloasma,chloasma-2286
368,Chloroquine-resistant falciparum malaria,chloroquine-resistant-falciparum-malaria-2287
369,Cholecystitis,cholecystitis-2289
370,Cholera,cholera-2291
371,Cholestatic liver disease,cholestatic-liver-disease-4172
372,Chorea,chorea-2292
373,Choriocarcinoma,choriocarcinoma-3920
374,Choroiditis,choroiditis-3782
375,Chronic anal fissure,chronic-anal-fissure-2294
376,Chronic angina,chronic-angina-4006
377,Chronic anterior uveitis and corneal injury,chronic-anterior-uveitis-and-corneal-injury-2295
378,Chronic asthma,chronic-asthma-2296
379,Chronic atopic dermatitis,chronic-atopic-dermatitis-2297
380,Chronic bacterial prostatitis,chronic-bacterial-prostatitis-2298
381,Chronic bronchitis,chronic-bronchitis-2299
382,Chronic cholelithiasis,chronic-cholelithiasis-2300
383,Chronic conjunctivitis,chronic-conjunctivitis-2301
384,Chronic cutaneous graft-vs-host disease,chronic-cutaneous-graft-vs-host-disease-4035
385,Chronic emphysema,chronic-emphysema-2302
386,Chronic Fatigue Syndrome,chronic-fatigue-syndrome-2293
387,Chronic gastritis,chronic-gastritis-2303
388,Chronic hepatitis B,chronic-hepatitis-b-2304
389,Chronic hepatitis C,chronic-hepatitis-c-2305
390,Chronic idiopathic constipation,chronic-idiopathic-constipation-2306
391,Chronic idiopathic myelofibrosis,chronic-idiopathic-myelofibrosis-4181
392,Chronic idiopathic urticaria (hives),chronic-idiopathic-urticaria-hives-2307
393,Chronic iron overload,chronic-iron-overload-2308
394,Chronic low back pain,chronic-low-back-pain-2309
395,Chronic lymphocytic leukaemia,chronic-lymphocytic-leukaemia-2310
396,Chronic lymphocytic leukemia,chronic-lymphocytic-leukemia-4139
397,Chronic muscle spasticity,chronic-muscle-spasticity-2311
398,Chronic myelogenous leukaemia,chronic-myelogenous-leukaemia-2312
399,Chronic myeloid leukaemia,chronic-myeloid-leukaemia-2313
400,Chronic obstructive pulmonary disease (COPD),chronic-obstructive-pulmonary-disease-copd-2314
401,Chronic open angle glaucoma,chronic-open-angle-glaucoma-2315
402,Chronic or recurrent bacteriuria,chronic-or-recurrent-bacteriuria-2316
403,Chronic pain,chronic-pain-3950
404,Chronic pneumonia.,chronic-pneumonia-3641
405,Chronic psychoses,chronic-psychoses-4009
406,Chronic renal failure,chronic-renal-failure-2317
407,Chronic simple lichen,chronic-simple-lichen-3674
408,Chronic stable angina,chronic-stable-angina-2318
409,chronic stable or vasospastic angina,chronic-stable-or-vasospastic-angina-3648
410,Chronic urticaria,chronic-urticaria-2319
411,Chronic venous disease,chronic-venous-disease-2320
412,Cirrhosis,cirrhosis-2321
413,Cleansing and irrigating the skin or dirty wounds,cleansing-and-irrigating-the-skin-or-dirty-wounds-2322
414,Cleansing of the colon,cleansing-of-the-colon-2323
415,Cluster headache,cluster-headache-2325
416,CMV infections,cmv-infections-2222
417,Coccidioidomycosis,coccidioidomycosis-2326
418,Cocorticoid induced osteoporosis,cocorticoid-induced-osteoporosis-4008
419,Cognitive decline,cognitive-decline-3764
420,Cognitive enhancer,cognitive-enhancer-2327
421,Cold,cold-2328
422,Cold sores,cold-sores-2329
423,Colic,colic-2330
424,Colitis,colitis-2331
425,Colonopathies,colonopathies-2332
426,Colonoscopy,colonoscopy-2333
427,Colonoscopy preparation,colonoscopy-preparation-2334
428,Colorectal cancer,colorectal-cancer-2335
429,Common cold,common-cold-2337
430,Community-acquired pneumonia,community-acquired-pneumonia-2338
431,Complicated and recurrent urinary tract infections,complicated-and-recurrent-urinary-tract-infections-2340
432,Complicated skin and skin structure infections,complicated-skin-and-skin-structure-infections-4106
433,Complicated UTI,complicated-uti-2339
434,Condylomata acuminata,condylomata-acuminata-2342
435,Congenital adrenal hyperplasia,congenital-adrenal-hyperplasia-2343
436,Congenital icthyosis,congenital-icthyosis-2344
437,Congestion,congestion-2345
438,Congestive heart failure,congestive-heart-failure-2346
439,Conjunctival decongestant,conjunctival-decongestant-2347
440,Conjunctivitis,conjunctivitis-2348
441,Conjunctivitis; blepharitis and blepharoconjunctivitis,conjunctivitis-blepharitis-and-blepharoconjunctivitis-3847
442,Constipation,constipation-2349
443,Constipation and bowel irregularity,constipation-and-bowel-irregularity-2350
444,Contact dermatitis,contact-dermatitis-2351
445,Contraception,contraception-2352
446,Conversion of atrial fibrillation/flutter,conversion-of-atrial-fibrillationflutter-4159
447,COPD,copd-2223
448,Cornea transplant surgery,cornea-transplant-surgery-2353
449,Corneal anesthesia,corneal-anesthesia-2354
450,Corneal protection,corneal-protection-2355
451,Corneal ulcer,corneal-ulcer-2356
452,Corns,corns-2357
453,Corns and calluses,corns-and-calluses-2358
454,Coronary artery disease,coronary-artery-disease-3649
455,Cortical myoclonus,cortical-myoclonus-2359
456,Corticosteriod responsive dermatoses with secondary infection,corticosteriod-responsive-dermatoses-with-secondary-infection-2361
457,Corticosteriod-responsive dermatoses,corticosteriod-responsive-dermatoses-2360
458,Cough,cough-4107
459,Cough and common cold,cough-and-common-cold-2363
460,Cough and runny nose,cough-and-runny-nose-2362
461,Cracked and itchy skin,cracked-and-itchy-skin-2364
462,Cracked feet,cracked-feet-2365
463,Crohnâ€™s disease,crohns-disease-2366
464,Crural ulcer,crural-ulcer-2367
465,Cryptitis,cryptitis-4177
466,Cryptococcal meningitis,cryptococcal-meningitis-2369
467,Cryptococcosis,cryptococcosis-2370
468,Cryptorchidism,cryptorchidism-3857
469,Cryptosporidiosis,cryptosporidiosis-2371
470,Curvature,curvature-4204
471,Cushing's and Nelson's syndrome,cushings-and-nelsons-syndrome-3774
472,Cushing's disease,cushings-disease-2372
473,Cutaneous albinism,cutaneous-albinism-2374
474,Cutaneous candidiasis,cutaneous-candidiasis-2375
475,Cutaneous candidiasis and pityriasis versicolor,cutaneous-candidiasis-and-pityriasis-versicolor-2376
476,Cutaneous T-cell lymphoma,cutaneous-t-cell-lymphoma-2373
477,CutaneousÂor mucocutaneous mycotic infections,cutaneous-or-mucocutaneous-mycotic-infections-4119
478,Cuteneous candidiasis with superficial bacterial infection,cuteneous-candidiasis-with-superficial-bacterial-infection-3872
479,Cuts,cuts-2377
480,CVD,cvd-2224
481,Cyanide poisoning,cyanide-poisoning-2378
482,Cyanosis,cyanosis-2379
483,Cyclical mastalgia,cyclical-mastalgia-3998
484,Cyclitis,cyclitis-2380
485,Cycloplegia,cycloplegia-2381
486,Cystic fibrosis,cystic-fibrosis-2382
487,Cystitis,cystitis-2383
488,Cystoid macular oedema,cystoid-macular-oedema-2384
489,Cytomegaloviral infections,cytomegaloviral-infections-3851
490,Cytomegalovirus (CMV) retinitis,cytomegalovirus-cmv-retinitis-4161
491,Daily multivitamin maintenance,daily-multivitamin-maintenance-4065
492,Dandruff,dandruff-2385
493,Darier's disease,dariers-disease-2386
494,Decubitus or stasis ulcers,decubitus-or-stasis-ulcers-2387
495,Deep anesthesia as in cataract extraction,deep-anesthesia-as-in-cataract-extraction-4000
496,Deep tissue candida infections,deep-tissue-candida-infections-2388
497,Deep vein thrombosis,deep-vein-thrombosis-2389
498,Deficient protein metabolism,deficient-protein-metabolism-4198
499,Degenerative diseases,degenerative-diseases-2390
